"instant","dteday","season","yr","mnth","holiday","weekday","temp","atemp","hum","windspeed","casual","registered","cnt","workday","weather","days_since_2011","cnt_2d_bfr"
406,"2012-02-10","WINTER","2012","FEB","N","FRI",5.199151,25.980972,54,7.834243,227,3604,3831,"Y","MISTY",405,2802
407,"2012-02-11","WINTER","2012","FEB","N","SAT",2.535849,23.169478,73.125,19.416332,192,1977,2169,"N","BAD",406,3830
408,"2012-02-12","WINTER","2012","FEB","N","SUN",-2.0075,19.456372,46.4583,27.417204,73,1456,1529,"N","GOOD",407,3831
409,"2012-02-13","WINTER","2012","FEB","N","MON",2.4575,23.749042,41.125,11.207961,94,3328,3422,"Y","GOOD",408,2169
410,"2012-02-14","WINTER","2012","FEB","N","TUE",7.000849,27.354164,50.875,9.458993,135,3787,3922,"Y","MISTY",409,1529
411,"2012-02-15","WINTER","2012","FEB","N","WED",8.371651,27.955386,53.125,12.1672,141,4028,4169,"Y","GOOD",410,3422
412,"2012-02-16","WINTER","2012","FEB","N","THU",6.883349,27.225508,75.2917,6.125475,74,2931,3005,"Y","MISTY",411,3922
413,"2012-02-17","WINTER","2012","FEB","N","FRI",8.136651,27.955386,63.4583,13.791682,349,3805,4154,"Y","GOOD",412,4169
414,"2012-02-18","WINTER","2012","FEB","N","SAT",8.293349,28.08445,53.4583,12.792243,1435,2883,4318,"N","GOOD",413,3005
415,"2012-02-19","WINTER","2012","FEB","N","SUN",5.16,25.036792,51.5833,16.958504,618,2071,2689,"N","MISTY",414,4154
416,"2012-02-20","WINTER","2012","FEB","Y","MON",5.16,25.295294,50.7826,15.348561,502,2627,3129,"N","GOOD",415,4318
417,"2012-02-21","WINTER","2012","FEB","N","TUE",5.527822,26.033842,59.4348,13.783039,163,3614,3777,"Y","GOOD",416,2689
418,"2012-02-22","WINTER","2012","FEB","N","WED",10.604151,29.350678,56.7917,15.709557,394,4379,4773,"Y","GOOD",417,3129
419,"2012-02-23","WINTER","2012","FEB","N","THU",13.345849,31.111164,55.4583,12.791171,516,4546,5062,"Y","GOOD",418,3777
420,"2012-02-24","WINTER","2012","FEB","N","FRI",11.1525,29.973014,73.75,15.916989,246,3241,3487,"Y","MISTY",419,4773
421,"2012-02-25","WINTER","2012","FEB","N","SAT",5.669151,24.69295,39.5833,28.250014,317,2415,2732,"N","GOOD",420,5062
422,"2012-02-26","WINTER","2012","FEB","N","SUN",5.120849,25.122472,41,13.750343,515,2874,3389,"N","GOOD",421,3487
423,"2012-02-27","WINTER","2012","FEB","N","MON",9.233349,28.170436,49.0833,17.958211,253,4069,4322,"Y","GOOD",422,2732
424,"2012-02-28","WINTER","2012","FEB","N","TUE",8.880849,28.01985,39.5833,12.958939,229,4134,4363,"Y","GOOD",423,3389
425,"2012-02-29","WINTER","2012","FEB","N","WED",8.184356,27.84798,80.4783,12.000839,65,1769,1834,"Y","MISTY",424,4322
426,"2012-03-01","WINTER","2012","MAR","N","THU",14.834151,32.162614,61.5417,15.208129,325,4665,4990,"Y","GOOD",425,4363
427,"2012-03-02","WINTER","2012","MAR","N","FRI",8.606651,28.234628,65.7083,9.708568,246,2948,3194,"Y","MISTY",426,1834
428,"2012-03-03","WINTER","2012","MAR","N","SAT",11.465849,30.058728,62.125,10.792293,956,3110,4066,"N","MISTY",427,4990
429,"2012-03-04","WINTER","2012","MAR","N","SUN",7.314151,26.302714,40.3333,22.416257,710,2713,3423,"N","GOOD",428,3194
430,"2012-03-05","WINTER","2012","MAR","N","MON",3.436651,24.199814,50.625,15.333486,203,3130,3333,"Y","GOOD",429,4066
431,"2012-03-06","WINTER","2012","MAR","N","TUE",4.141651,24.671428,45.6667,13.458625,221,3735,3956,"Y","GOOD",430,3423
432,"2012-03-07","WINTER","2012","MAR","N","WED",10.995849,29.0934,51.3333,23.167193,432,4484,4916,"Y","GOOD",431,3333
433,"2012-03-08","WINTER","2012","MAR","N","THU",16.7925,33.836536,56.75,29.584721,486,4896,5382,"Y","GOOD",432,3956
434,"2012-03-09","WINTER","2012","MAR","N","FRI",11.309151,29.500822,40.7083,27.7916,447,4122,4569,"Y","MISTY",433,4916
435,"2012-03-10","WINTER","2012","MAR","N","SAT",5.5125,25.444078,35.0417,15.12525,968,3150,4118,"N","GOOD",434,5382
436,"2012-03-11","WINTER","2012","MAR","N","SUN",9.001733,28.22878,47.6957,14.913329,1658,3253,4911,"N","GOOD",435,4569
437,"2012-03-12","WINTER","2012","MAR","N","MON",13.933349,31.626128,48.9167,13.916771,838,4460,5298,"Y","GOOD",436,4118
438,"2012-03-13","WINTER","2012","MAR","N","TUE",18.555,34.459586,61.75,15.87565,762,5085,5847,"Y","GOOD",437,4911
439,"2012-03-14","WINTER","2012","MAR","N","WED",18.9075,34.652978,50.7083,7.709154,997,5315,6312,"Y","GOOD",438,5298
440,"2012-03-15","WINTER","2012","MAR","N","THU",18.2025,34.11605,57.9583,10.042161,1005,5187,6192,"Y","GOOD",439,5847
441,"2012-03-16","WINTER","2012","MAR","N","FRI",12.484151,30.831786,84.2083,7.583864,548,3830,4378,"Y","MISTY",440,6312
442,"2012-03-17","WINTER","2012","MAR","N","SAT",16.165849,33.171564,75.5833,7.417168,3155,4681,7836,"N","MISTY",441,6192
443,"2012-03-18","WINTER","2012","MAR","N","SUN",14.2075,31.776,81,8.501161,2207,3685,5892,"N","MISTY",442,4378
444,"2012-03-19","WINTER","2012","MAR","N","MON",17.615,34.115914,72.875,10.875239,982,5171,6153,"Y","GOOD",443,7836
445,"2012-03-20","WINTER","2012","MAR","N","TUE",18.359151,34.310122,80.7917,8.125157,1051,5042,6093,"Y","GOOD",444,5892
446,"2012-03-21","SPRING","2012","MAR","N","WED",16.988349,33.450772,82.125,6.0004061,1122,5108,6230,"Y","MISTY",445,6153
447,"2012-03-22","SPRING","2012","MAR","N","THU",18.045849,34.073278,83.125,7.876654,1334,5537,6871,"Y","GOOD",446,6093
448,"2012-03-23","SPRING","2012","MAR","N","FRI",20.278349,35.382278,69.4167,7.7921,2469,5893,8362,"Y","MISTY",447,6230
449,"2012-03-24","SPRING","2012","MAR","N","SAT",15.6175,32.548922,88.5417,12.916461,1033,2339,3372,"N","MISTY",448,6871
450,"2012-03-25","SPRING","2012","MAR","N","SUN",12.5625,30.874592,88.0833,14.791925,1532,3464,4996,"N","MISTY",449,8362
451,"2012-03-26","SPRING","2012","MAR","N","MON",12.954151,30.9175,47.7917,25.917007,795,4763,5558,"Y","GOOD",450,3372
452,"2012-03-27","SPRING","2012","MAR","N","TUE",7.196651,26.732236,29,12.541864,531,4571,5102,"Y","GOOD",451,4996
453,"2012-03-28","SPRING","2012","MAR","N","WED",14.755849,32.0123,48.125,19.541957,674,5024,5698,"Y","GOOD",452,5558
454,"2012-03-29","SPRING","2012","MAR","N","THU",15.225849,32.398336,43.9167,21.41655,834,5299,6133,"Y","GOOD",453,5102
455,"2012-03-30","SPRING","2012","MAR","N","FRI",9.39,28.771114,58.0833,9.250489,796,4663,5459,"Y","MISTY",454,5698
456,"2012-03-31","SPRING","2012","MAR","N","SAT",11.935849,30.338072,73.8333,16.791339,2301,3934,6235,"N","MISTY",455,6133
457,"2012-04-01","SPRING","2012","APR","N","SUN",12.014151,30.187758,67.625,11.541889,2347,3694,6041,"N","MISTY",456,5459
458,"2012-04-02","SPRING","2012","APR","N","MON",12.393911,30.535442,50.4348,20.913313,1208,4728,5936,"Y","GOOD",457,6235
459,"2012-04-03","SPRING","2012","APR","N","TUE",13.933349,31.690422,39.6667,6.708911,1348,5424,6772,"Y","GOOD",458,6041
460,"2012-04-04","SPRING","2012","APR","N","WED",17.458349,34.1373,46.9583,12.125325,1058,5378,6436,"Y","GOOD",459,5936
461,"2012-04-05","SPRING","2012","APR","N","THU",12.445,30.659542,37.4167,14.708443,1192,5265,6457,"Y","GOOD",460,6772
462,"2012-04-06","SPRING","2012","APR","N","FRI",10.956651,29.286078,37.7083,20.125996,1807,4653,6460,"Y","GOOD",461,6436
463,"2012-04-07","SPRING","2012","APR","N","SAT",12.5625,30.488386,25.4167,18.416357,3252,3605,6857,"N","GOOD",462,6457
464,"2012-04-08","SPRING","2012","APR","N","SUN",15.5,32.74245,27.5833,15.583932,2230,2939,5169,"N","GOOD",463,6460
465,"2012-04-09","SPRING","2012","APR","N","MON",14.990849,32.205692,31.75,23.999132,905,4680,5585,"Y","GOOD",464,6857
466,"2012-04-10","SPRING","2012","APR","N","TUE",12.993349,30.831922,43.5,16.708125,819,5099,5918,"Y","GOOD",465,5169
467,"2012-04-11","SPRING","2012","APR","N","WED",8.388712,27.467316,46.9565,19.783358,482,4380,4862,"Y","GOOD",466,5585
468,"2012-04-12","SPRING","2012","APR","N","THU",10.6825,29.178536,46.625,19.458743,663,4746,5409,"Y","GOOD",467,5918
469,"2012-04-13","SPRING","2012","APR","N","FRI",12.7975,30.681472,40.8333,10.416557,1252,5146,6398,"Y","GOOD",468,4862
470,"2012-04-14","SPRING","2012","APR","N","SAT",15.265,32.591864,50.2917,12.791439,2795,4665,7460,"N","GOOD",469,5409
471,"2012-04-15","SPRING","2012","APR","N","SUN",20.513349,35.51175,50.7917,15.083643,2846,4286,7132,"N","GOOD",470,6398
472,"2012-04-16","SPRING","2012","APR","Y","MON",23.215849,36.90745,56.1667,19.083543,1198,5172,6370,"N","GOOD",471,7460
473,"2012-04-17","SPRING","2012","APR","N","TUE",20.591651,36.348558,39.0417,18.333143,989,5702,6691,"Y","GOOD",472,7132
474,"2012-04-18","SPRING","2012","APR","N","WED",13.776651,31.539292,56.9167,11.250104,347,4020,4367,"Y","MISTY",473,6370
475,"2012-04-19","SPRING","2012","APR","N","THU",15.421651,32.763564,61.25,4.4172564,846,5719,6565,"Y","GOOD",474,6691
476,"2012-04-20","SPRING","2012","APR","N","FRI",16.753349,33.53635,69.4583,10.041357,1340,5950,7290,"Y","GOOD",475,4367
477,"2012-04-21","SPRING","2012","APR","N","SAT",18.79,34.459314,68.2917,19.000329,2541,4083,6624,"N","GOOD",476,6565
478,"2012-04-22","SPRING","2012","APR","N","SUN",10.643349,29.243136,83.5417,23.084582,120,907,1027,"N","BAD",477,7290
479,"2012-04-23","SPRING","2012","APR","N","MON",7.118349,26.23825,76.6667,20.334232,195,3019,3214,"Y","MISTY",478,6624
480,"2012-04-24","SPRING","2012","APR","N","TUE",11.426651,29.779622,45.4167,16.708661,518,5115,5633,"Y","GOOD",479,1027
481,"2012-04-25","SPRING","2012","APR","N","WED",14.403349,31.990778,42.7917,7.959064,655,5541,6196,"Y","GOOD",480,3214
482,"2012-04-26","SPRING","2012","APR","N","THU",15.421651,32.441822,75.6667,11.833875,475,4551,5026,"Y","MISTY",481,5633
483,"2012-04-27","SPRING","2012","APR","N","FRI",13.5025,31.389658,40.0833,23.291411,1014,5219,6233,"Y","GOOD",482,6196
484,"2012-04-28","SPRING","2012","APR","N","SAT",9.703349,28.835136,48.9583,8.708325,1120,3100,4220,"N","MISTY",483,5026
485,"2012-04-29","SPRING","2012","APR","N","SUN",13.541651,31.304114,58.7083,7.832836,2229,4075,6304,"N","GOOD",484,6233
486,"2012-04-30","SPRING","2012","APR","N","MON",13.815849,31.561664,57,11.499746,665,4907,5572,"Y","MISTY",485,4220
487,"2012-05-01","SPRING","2012","MAY","N","TUE",20.826651,35.618714,65.9583,10.458432,653,5087,5740,"Y","MISTY",486,6304
488,"2012-05-02","SPRING","2012","MAY","N","WED",18.515849,34.288464,79.7083,9.249886,667,5502,6169,"Y","GOOD",487,5572
489,"2012-05-03","SPRING","2012","MAY","N","THU",18.32,34.266228,76.8333,8.957632,764,5657,6421,"Y","MISTY",488,5740
490,"2012-05-04","SPRING","2012","MAY","N","FRI",21.4925,36.091178,73.5417,10.916846,1069,5227,6296,"Y","GOOD",489,6169
491,"2012-05-05","SPRING","2012","MAY","N","SAT",21.218349,35.876672,75.6667,10.250464,2496,4387,6883,"N","MISTY",490,6421
492,"2012-05-06","SPRING","2012","MAY","N","SUN",18.4375,34.589058,74,10.041893,2135,4224,6359,"N","MISTY",491,6296
493,"2012-05-07","SPRING","2012","MAY","N","MON",17.2625,33.922828,66.4167,15.458307,1008,5265,6273,"Y","MISTY",492,6883
494,"2012-05-08","SPRING","2012","MAY","N","TUE",19.338349,34.954014,68.5833,19.833943,738,4990,5728,"Y","MISTY",493,6359
495,"2012-05-09","SPRING","2012","MAY","N","WED",19.025,34.80285,74.4167,14.499604,620,4097,4717,"Y","MISTY",494,6273
496,"2012-05-10","SPRING","2012","MAY","N","THU",15.774151,32.720622,55.2083,21.042221,1026,5546,6572,"Y","GOOD",495,5728
497,"2012-05-11","SPRING","2012","MAY","N","FRI",17.066651,33.708322,36.0417,15.874779,1319,5711,7030,"Y","GOOD",496,4717
498,"2012-05-12","SPRING","2012","MAY","N","SAT",18.515849,34.523778,48.0417,8.249911,2622,4807,7429,"N","GOOD",497,6572
499,"2012-05-13","SPRING","2012","MAY","N","SUN",20.7875,35.898092,57.625,15.082839,2172,3946,6118,"N","GOOD",498,7030
500,"2012-05-14","SPRING","2012","MAY","N","MON",18.946651,34.6966,78.9583,14.250364,342,2501,2843,"Y","MISTY",499,7429
501,"2012-05-15","SPRING","2012","MAY","N","TUE",20.748349,35.597736,79.4583,9.875264,625,4490,5115,"Y","MISTY",500,6118
502,"2012-05-16","SPRING","2012","MAY","N","WED",21.923349,36.26315,69.7917,8.208304,991,6433,7424,"Y","GOOD",501,2843
503,"2012-05-17","SPRING","2012","MAY","N","THU",19.886651,35.468842,52,15.374825,1242,6142,7384,"Y","GOOD",502,5115
504,"2012-05-18","SPRING","2012","MAY","N","FRI",18.515849,34.738114,52.3333,9.166739,1521,6118,7639,"Y","GOOD",503,7424
505,"2012-05-19","SPRING","2012","MAY","N","SAT",20.2,35.274872,45.625,5.626325,3410,4884,8294,"N","GOOD",504,7384
506,"2012-05-20","SPRING","2012","MAY","N","SUN",21.179151,35.854878,53.0417,17.042589,2704,4425,7129,"N","GOOD",505,7639
507,"2012-05-21","SPRING","2012","MAY","N","MON",20.121651,35.232678,81.125,15.624668,630,3729,4359,"Y","MISTY",506,8294
508,"2012-05-22","SPRING","2012","MAY","N","TUE",20.905,35.74805,76.5833,7.917189,819,5254,6073,"Y","MISTY",507,7129
509,"2012-05-23","SPRING","2012","MAY","N","WED",21.218349,35.876808,77.4583,6.834,766,4494,5260,"Y","MISTY",508,4359
510,"2012-05-24","SPRING","2012","MAY","N","THU",22.785,36.6278,71.6667,11.584032,1059,5711,6770,"Y","GOOD",509,6073
511,"2012-05-25","SPRING","2012","MAY","N","FRI",23.96,37.335986,74.7083,9.41685,1417,5317,6734,"Y","GOOD",510,5260
512,"2012-05-26","SPRING","2012","MAY","N","SAT",24.5475,37.851664,73.25,13.332464,2855,3681,6536,"N","GOOD",511,6770
513,"2012-05-27","SPRING","2012","MAY","N","SUN",24.43,37.80845,69.7083,14.416457,3283,3308,6591,"N","GOOD",512,6734
514,"2012-05-28","SPRING","2012","MAY","Y","MON",25.4875,39.0962,67.625,13.166907,2557,3486,6043,"N","GOOD",513,6536
515,"2012-05-29","SPRING","2012","MAY","N","TUE",25.9575,38.881728,68.4583,19.7918,880,4863,5743,"Y","GOOD",514,6591
516,"2012-05-30","SPRING","2012","MAY","N","WED",22.863349,36.778386,67,9.000043,745,6110,6855,"Y","MISTY",515,6043
517,"2012-05-31","SPRING","2012","MAY","N","THU",23.96,37.465186,49.2917,13.083693,1100,6238,7338,"Y","GOOD",516,5743
518,"2012-06-01","SPRING","2012","JUN","N","FRI",22.745849,36.670708,75.5417,15.916721,533,3594,4127,"Y","MISTY",517,6855
519,"2012-06-02","SPRING","2012","JUN","N","SAT",19.416651,35.253792,54.9167,12.499654,2795,5325,8120,"N","GOOD",518,7338
520,"2012-06-03","SPRING","2012","JUN","N","SUN",20.3175,35.554522,49.3333,12.333829,2494,5147,7641,"N","GOOD",519,4127
521,"2012-06-04","SPRING","2012","JUN","N","MON",20.0825,35.661622,48.7083,19.083811,1071,5927,6998,"Y","GOOD",520,8120
522,"2012-06-05","SPRING","2012","JUN","N","TUE",17.419151,33.880328,61.3333,14.041525,968,6033,7001,"Y","MISTY",521,7641
523,"2012-06-06","SPRING","2012","JUN","N","WED",18.045849,34.437928,61.125,5.167375,1027,6028,7055,"Y","GOOD",522,6998
524,"2012-06-07","SPRING","2012","JUN","N","THU",20.3175,35.361028,56.7083,10.54245,1038,6456,7494,"Y","GOOD",523,7001
525,"2012-06-08","SPRING","2012","JUN","N","FRI",22.510849,36.327308,46.7917,11.750661,1488,6248,7736,"Y","GOOD",524,7055
526,"2012-06-09","SPRING","2012","JUN","N","SAT",25.409151,38.044478,43.7083,9.667229,2708,4790,7498,"N","GOOD",525,7494
527,"2012-06-10","SPRING","2012","JUN","N","SUN",26.153349,38.559578,53.8333,8.959307,2224,4374,6598,"N","GOOD",526,7736
528,"2012-06-11","SPRING","2012","JUN","N","MON",25.879151,38.430514,58.7917,13.916771,1017,5647,6664,"Y","MISTY",527,7498
529,"2012-06-12","SPRING","2012","JUN","N","TUE",22.706651,36.32775,83.3333,14.374582,477,4495,4972,"Y","MISTY",528,6598
530,"2012-06-13","SPRING","2012","JUN","N","WED",22.824151,36.777978,58.2083,22.999693,1173,6248,7421,"Y","GOOD",529,6664
531,"2012-06-14","SPRING","2012","JUN","N","THU",22.471651,37.229022,56.9583,17.000111,1180,6183,7363,"Y","GOOD",530,4972
532,"2012-06-15","SPRING","2012","JUN","N","FRI",22.040849,36.391636,58.9583,11.833339,1563,6102,7665,"Y","GOOD",531,7421
533,"2012-06-16","SPRING","2012","JUN","N","SAT",21.688349,36.220072,50.4167,11.166689,2963,4739,7702,"N","GOOD",532,7363
534,"2012-06-17","SPRING","2012","JUN","N","SUN",19.8475,35.44715,59.875,9.708568,2634,4344,6978,"N","GOOD",533,7665
535,"2012-06-18","SPRING","2012","JUN","N","MON",18.711651,34.524628,77.7917,11.707982,653,4446,5099,"Y","MISTY",534,7702
536,"2012-06-19","SPRING","2012","JUN","N","TUE",24.351651,38.259528,69,9.917139,968,5857,6825,"Y","GOOD",535,6978
537,"2012-06-20","SPRING","2012","JUN","N","WED",28.7775,40.51315,59.2083,7.625404,872,5339,6211,"Y","GOOD",536,5099
538,"2012-06-21","SUMMER","2012","JUN","N","THU",29.874151,41.586428,56.7917,7.958729,778,5127,5905,"Y","GOOD",537,6825
539,"2012-06-22","SUMMER","2012","JUN","N","FRI",28.5425,40.620114,57.375,12.250414,964,4859,5823,"Y","GOOD",538,6211
540,"2012-06-23","SUMMER","2012","JUN","N","SAT",26.388349,38.194928,53.4583,12.041307,2657,4801,7458,"N","GOOD",539,5905
541,"2012-06-24","SUMMER","2012","JUN","N","SUN",26.936651,38.924636,47.9167,9.750175,2551,4340,6891,"N","GOOD",540,5823
542,"2012-06-25","SUMMER","2012","JUN","N","MON",25.644151,38.237428,50.4167,20.125661,1139,5640,6779,"Y","GOOD",541,7458
543,"2012-06-26","SUMMER","2012","JUN","N","TUE",21.649151,36.219936,37.3333,23.292014,1077,6365,7442,"Y","GOOD",542,6891
544,"2012-06-27","SUMMER","2012","JUN","N","WED",24.7825,37.786928,36,18.208925,1077,6258,7335,"Y","GOOD",543,6779
545,"2012-06-28","SUMMER","2012","JUN","N","THU",27.210849,38.967408,42.25,11.50055,921,5958,6879,"Y","GOOD",544,7442
546,"2012-06-29","SUMMER","2012","JUN","N","FRI",31.205849,42.744842,48.875,11.082939,829,4634,5463,"Y","GOOD",545,7335
547,"2012-06-30","SUMMER","2012","JUN","N","SAT",27.955,39.375272,60.125,10.791757,1455,4232,5687,"N","GOOD",546,6879
548,"2012-07-01","SUMMER","2012","JUL","N","SUN",30.344151,41.521386,51.875,11.291443,1421,4110,5531,"N","GOOD",547,5463
549,"2012-07-02","SUMMER","2012","JUL","N","MON",28.738349,39.869292,44.7083,13.082889,904,5323,6227,"Y","GOOD",548,5687
550,"2012-07-03","SUMMER","2012","JUL","N","TUE",28.699151,39.8901,49.2083,8.457879,1052,5608,6660,"Y","GOOD",549,5531
551,"2012-07-04","SUMMER","2012","JUL","Y","WED",29.090849,40.899458,53.875,9.04165,2562,4841,7403,"N","GOOD",550,6227
552,"2012-07-05","SUMMER","2012","JUL","N","THU",30.8925,41.886478,45.7917,12.999943,1405,4836,6241,"Y","GOOD",551,6660
553,"2012-07-06","SUMMER","2012","JUL","N","FRI",30.931651,41.586122,45.0833,9.791514,1366,4841,6207,"Y","GOOD",552,7403
554,"2012-07-07","SUMMER","2012","JUL","N","SAT",32.498349,43.367042,49.2083,10.958118,1448,3392,4840,"N","GOOD",553,6241
555,"2012-07-08","SUMMER","2012","JUL","N","SUN",30.6575,42.873464,57.375,8.417143,1203,3469,4672,"N","GOOD",554,6207
556,"2012-07-09","SUMMER","2012","JUL","N","MON",25.409151,38.237836,68.3333,12.125325,998,5571,6569,"Y","MISTY",555,4840
557,"2012-07-10","SUMMER","2012","JUL","N","TUE",25.879151,38.603064,66.75,10.166379,954,5336,6290,"Y","MISTY",556,4672
558,"2012-07-11","SUMMER","2012","JUL","N","WED",25.683349,38.109214,63.3333,10.166111,975,6289,7264,"Y","GOOD",557,6569
559,"2012-07-12","SUMMER","2012","JUL","N","THU",25.644151,38.259222,52.9583,9.833925,1032,6414,7446,"Y","GOOD",558,6290
560,"2012-07-13","SUMMER","2012","JUL","N","FRI",26.388349,38.709722,48.5833,5.41695,1511,5988,7499,"Y","MISTY",559,7264
561,"2012-07-14","SUMMER","2012","JUL","N","SAT",25.056651,38.645428,69.9167,9.626493,2355,4614,6969,"N","MISTY",560,7446
562,"2012-07-15","SUMMER","2012","JUL","N","SUN",27.054151,39.976664,71.7917,11.166689,1920,4111,6031,"N","GOOD",561,7499
563,"2012-07-16","SUMMER","2012","JUL","N","MON",27.876651,40.62025,64.5,11.000529,1088,5742,6830,"Y","GOOD",562,6969
564,"2012-07-17","SUMMER","2012","JUL","N","TUE",30.461651,41.693222,50.5833,7.666743,921,5865,6786,"Y","GOOD",563,6031
565,"2012-07-18","SUMMER","2012","JUL","N","WED",29.286651,41.349822,57.7083,9.208614,799,4914,5713,"Y","GOOD",564,6830
566,"2012-07-19","SUMMER","2012","JUL","N","THU",28.19,40.297828,60.0417,11.083743,888,5703,6591,"Y","GOOD",565,6786
567,"2012-07-20","SUMMER","2012","JUL","N","FRI",23.294151,36.84285,84.4167,14.000789,747,5123,5870,"Y","MISTY",566,5713
568,"2012-07-21","SUMMER","2012","JUL","N","SAT",20.004151,34.697008,86.5417,14.2911,1264,3195,4459,"N","BAD",567,6591
569,"2012-07-22","SUMMER","2012","JUL","N","SUN",23.3725,37.18625,76.25,6.2926936,2544,4866,7410,"N","MISTY",568,5870
570,"2012-07-23","SUMMER","2012","JUL","N","MON",26.858349,39.460578,69.4167,9.291761,1135,5831,6966,"Y","GOOD",569,4459
571,"2012-07-24","SUMMER","2012","JUL","N","TUE",27.289151,40.0193,65.5,14.167418,1140,6452,7592,"Y","GOOD",570,7410
572,"2012-07-25","SUMMER","2012","JUL","N","WED",26.035849,38.237836,45,11.0416,1383,6790,8173,"Y","GOOD",571,6966
573,"2012-07-26","SUMMER","2012","JUL","N","THU",28.503349,41.134942,59.6667,19.082471,1036,5825,6861,"Y","GOOD",572,7592
574,"2012-07-27","SUMMER","2012","JUL","N","FRI",28.738349,40.963378,59.4583,10.250464,1259,5645,6904,"Y","GOOD",573,8173
575,"2012-07-28","SUMMER","2012","JUL","N","SAT",27.524151,39.718536,61.3333,10.54245,2234,4451,6685,"N","GOOD",574,6861
576,"2012-07-29","SUMMER","2012","JUL","N","SUN",25.918349,38.709722,62.375,11.416532,2153,4444,6597,"N","GOOD",575,6904
577,"2012-07-30","SUMMER","2012","JUL","N","MON",26.349151,39.289558,66.875,10.292339,1040,6065,7105,"Y","GOOD",576,6685
578,"2012-07-31","SUMMER","2012","JUL","N","TUE",25.526651,38.538464,70.4167,11.083475,968,6248,7216,"Y","GOOD",577,6597
579,"2012-08-01","SUMMER","2012","AUG","N","WED",25.7225,38.688472,67.75,9.458993,1074,6506,7580,"Y","GOOD",578,7105
580,"2012-08-02","SUMMER","2012","AUG","N","THU",27.3675,40.040992,65.9583,8.666718,983,6278,7261,"Y","GOOD",579,7216
581,"2012-08-03","SUMMER","2012","AUG","N","FRI",27.994151,40.577478,64.25,14.458064,1328,5847,7175,"Y","MISTY",580,7580
582,"2012-08-04","SUMMER","2012","AUG","N","SAT",29.286651,41.543078,61.3333,17.249686,2345,4479,6824,"N","GOOD",581,7261
583,"2012-08-05","SUMMER","2012","AUG","N","SUN",28.150849,40.856686,65.25,19.458207,1707,3757,5464,"N","GOOD",582,7175
584,"2012-08-06","SUMMER","2012","AUG","N","MON",27.3675,40.148364,65.4167,8.666718,1233,5780,7013,"Y","MISTY",583,6824
585,"2012-08-07","SUMMER","2012","AUG","N","TUE",26.584151,39.719114,70.375,7.832836,1278,5995,7273,"Y","MISTY",584,5464
586,"2012-08-08","SUMMER","2012","AUG","N","WED",27.25,40.062378,67.2917,7.4169,1263,6271,7534,"Y","MISTY",585,7013
587,"2012-08-09","SUMMER","2012","AUG","N","THU",27.524151,39.783272,62.0417,10.4587,1196,6090,7286,"Y","GOOD",586,7273
588,"2012-08-10","SUMMER","2012","AUG","N","FRI",25.644151,38.710028,71.5833,16.000471,1065,4721,5786,"Y","MISTY",587,7534
589,"2012-08-11","SUMMER","2012","AUG","N","SAT",24.5475,37.701078,73.2917,13.834093,2247,4052,6299,"N","MISTY",588,7286
590,"2012-08-12","SUMMER","2012","AUG","N","SUN",24.939151,37.915686,53.0417,8.208304,2182,4362,6544,"N","GOOD",589,5786
591,"2012-08-13","SUMMER","2012","AUG","N","MON",25.879151,38.516636,54.5417,9.126204,1207,5676,6883,"Y","GOOD",590,6299
592,"2012-08-14","SUMMER","2012","AUG","N","TUE",26.153349,39.010486,68.6667,11.333586,1128,5656,6784,"Y","GOOD",591,6544
593,"2012-08-15","SUMMER","2012","AUG","N","WED",25.213349,38.237258,61.9583,11.374657,1198,6149,7347,"Y","GOOD",592,6883
594,"2012-08-16","SUMMER","2012","AUG","N","THU",25.800849,38.259392,51.9167,9.500332,1338,6267,7605,"Y","GOOD",593,6784
595,"2012-08-17","SUMMER","2012","AUG","N","FRI",25.996651,24.2416,57.0833,15.500718,1483,5665,7148,"Y","GOOD",594,7347
596,"2012-08-18","SUMMER","2012","AUG","N","SAT",23.881651,37.014414,60.3333,11.917089,2827,5038,7865,"N","GOOD",595,7605
597,"2012-08-19","SUMMER","2012","AUG","N","SUN",21.884151,36.520836,71.1667,5.79215,1208,3341,4549,"N","MISTY",596,7148
598,"2012-08-20","SUMMER","2012","AUG","N","MON",21.884151,36.262878,73.4167,8.708593,1026,5504,6530,"Y","MISTY",597,7865
599,"2012-08-21","SUMMER","2012","AUG","N","TUE",22.510849,36.43485,67.375,4.8756436,1081,5925,7006,"Y","GOOD",598,4549
600,"2012-08-22","SUMMER","2012","AUG","N","WED",23.3725,37.143036,67.7083,4.7089811,1094,6281,7375,"Y","GOOD",599,6530
601,"2012-08-23","SUMMER","2012","AUG","N","THU",24.704151,37.658272,63.5833,5.6679186,1363,6402,7765,"Y","GOOD",600,7006
602,"2012-08-24","SUMMER","2012","AUG","N","FRI",25.0175,38.0014,61.5,4.8337686,1325,6257,7582,"Y","MISTY",601,7375
603,"2012-08-25","SUMMER","2012","AUG","N","SAT",23.098349,37.035664,71.2917,16.375336,1829,4224,6053,"N","MISTY",602,7765
604,"2012-08-26","SUMMER","2012","AUG","N","SUN",22.706651,36.263864,84.5833,15.333486,1483,3772,5255,"N","MISTY",603,7582
605,"2012-08-27","SUMMER","2012","AUG","N","MON",25.056651,38.259392,73.0417,8.625111,989,5928,6917,"Y","GOOD",604,6053
